,Latitude,Longitude,id,City,Country Code,Temperature (F),Humidity (%),Cloudiness (%),Wind Speed (mph)
368,49.73333,7.35,2903926,Idar-Oberstein,DE,73.4,59,0,1.12
369,37.24728,-88.737549,4248509,Paducah,US,73.4,88,1,5.5
370,48.933331,11.78333,2928764,Kelheim,DE,60.8,93,0,2.59
371,49.905472,18.648861,3089114,Karvina,CZ,59,87,0,2.24
372,52.383419,-108.234673,5914843,North Battleford,CA,64.4,63,90,10.29
373,-41.666672,147.75,2151040,Launceston,AU,51.8,62,24,16.11
374,20.066669,-102.716667,3988258,Sahuayo,MX,67.02,81,32,3.71
375,40.045952,8.90403,3165057,Macomer,IT,56.22,89,0,1.48
376,53.08342,-107.667938,6084089,North Battleford,CA,64.4,63,90,10.29
377,-28.750971,-58.65583,3430064,San Lorenzo,AR,50.64,97,92,9.64
378,-21.8025,-49.610001,3468296,Cafelandia,BR,70.8,51,32,14.34
379,46.253239,6.25912,6691634,Annemasse,FR,66.2,77,40,2.24
380,56.295834,42.789165,480985,Tsentralnyy,RU,57.2,93,20,6.71
381,-27.26667,152.983337,2153359,Deception Bay,AU,69.8,52,0,4.7
382,41.5,60.5,1484843,Beruni,UZ,75.2,46,0,6.93
383,46.033329,3.13333,6440152,Riom,FR,64.4,77,0,3.83
384,54.342941,29.27792,630070,Senno,BY,65.04,99,92,7.85
385,-36.302738,148.68576,7839772,Cooma,AU,49.65,61,0,9.53
386,49.346668,12.38444,2864468,Roding,DE,60.8,93,1,2.37
387,37.340141,-6.13719,2520870,Mairena Del Aljarafe,ES,64.4,88,0,1.12
388,44.89296,8.95945,6535068,Tortona,IT,73.4,73,40,1.12
389,9.04417,126.12944,1708954,Gamut,PH,86.37,70,36,5.61
390,14.64072,-90.513268,3598132,Guatemala,GT,68,88,75,1.92
391,53.914188,-1.14209,2652396,York,GB,60.8,87,0,9.17
392,50.416672,7.21667,2813259,Mayen,DE,73.4,40,0,4.7
393,-7.63,114.022202,1627826,Panji,ID,83.31,49,0,2.82
394,50.400002,7.36667,2884312,Andernach,DE,73.4,40,0,4.7
395,37.184471,128.468216,1832257,Seoul,KR,86.19,74,12,3.6
396,22.65,74.533333,1258537,Ranapur,IN,75.39,99,92,11.99
397,32.634399,51.366798,418606,Falavarjan,IR,73.4,39,40,1.59
398,47.111092,15.21949,7873415,Voitsberg,AT,62.6,82,8,3.36
399,42.400051,-5.31187,6358746,Leon,ES,57.2,93,0,2.24
400,40.771179,-8.6419,8010809,Canedo,PT,64.4,93,75,5.82
401,41.806141,-88.327301,4903818,North Aurora,US,80.6,73,1,5.82
402,50.599998,3.85,2790793,Brugelette,BE,71.6,60,0,3.36
403,45.466808,-76.399391,5907294,Arnprior,CA,71.6,94,90,8.05
404,15.32024,42.929359,78742,Bajil,YE,74.49,75,20,2.59
405,13.46667,-15.51667,2412158,Farafenni,GM,76.92,92,68,8.97
406,48.683331,9.01667,2947444,Boblingen,DE,62.6,88,0,1.12
407,56.967999,23.77038,459201,Jurmala,LV,59,100,20,1.12
408,43.90757,-72.143417,5236027,Haverhill,US,75.2,94,1,6.17
409,40.565559,45.816109,586573,Alunitdag,AZ,62.97,87,0,3.71
410,60.416668,44.25,515646,Nyuksenitsa,RU,65.94,71,92,4.72
411,-8.0816,112.372902,7035391,Wlingi,ID,81.87,57,0,5.73
412,48.915169,13.36229,2835164,Grafenau,DE,56.49,84,0,1.92
413,54.49482,9.13504,2834249,Husum,DE,66.2,88,0,4.7
414,54.116699,10.1333,6551771,Neumunster,DE,73.4,93,12,5.39
415,-8.1058,112.015907,1633986,Tulungagung,ID,77.19,80,0,15.23
416,38.965889,16.3092,6534232,Catanzaro,IT,68,88,75,1.12
417,30.25,-3.08333,2505525,Adrar,DZ,87,13,80,7.96
418,-6.8396,111.504303,8073162,Blora,ID,81.69,91,0,7.18
419,45.691479,9.43685,3169213,Merate,IT,73.4,78,40,4.7
420,49.5,2.5,2989663,Clermont,FR,69.8,82,0,5.82
421,-19.764721,34.928612,1026804,Beira,MZ,65.58,91,8,8.08
422,43.23333,25.65,864561,Ljaskovec,BG,66.2,100,88,3.27
423,-31.721001,-65.006187,3844229,Alta Gracia,AR,26.97,66,64,2.93
424,38.277882,16.302,6540819,Siderno,IT,77,78,20,2.24
425,-31.9,150.566666,2161802,Muswellbrook,AU,60.45,61,0,2.71
426,-11.94306,-76.709442,3943423,Chosica,PE,54.42,86,0,2.37
427,44.950001,0.65,6429342,Bergerac,FR,64.4,88,0,6.93
428,15.524,120.865898,1725435,Bibiclat,PH,82.4,78,75,4.7
429,50.403049,4.5298,2800449,Chatelet,BE,71.6,56,0,6.93
430,45.48138,9.56416,6535156,Treviglio,IT,75.2,78,40,4.7
431,49.633301,6.78333,6554789,Losheim,DE,73.4,53,0,5.82
432,40.453281,-111.777992,5770732,Highland,US,91.4,22,1,8.05
433,37.18187,-3.02164,6357700,Guadix,ES,69.8,55,0,3.36
434,53.104172,6.60271,6544282,Tynaarlo,NL,69.8,88,24,4.7
435,34.178429,-97.592529,4549253,Ardmore,US,86,45,1,5.82
436,35.976391,139.753616,1859884,Kasukabe,JP,89.6,74,75,12.75
437,46.116669,2.76667,6456335,Montlucon,FR,64.4,77,0,3.83
438,-8.95667,-36.619999,3394816,Garanhuns,BR,64.41,97,92,4.61
439,43.916672,4.0,6431366,Ales,FR,68,100,90,2.37
440,-37.666672,145.366669,2142507,Healesville,AU,55.4,66,75,13.87
441,53.900002,10.3,2834157,Bad Segeberg,DE,73.4,77,0,2.24
442,29.0,33.799999,355182,Elat,IL,71.6,35,0,2.15
443,40.993469,-1.92459,3108272,Calatayud,ES,69.8,94,0,2.59
444,50.533298,10.4333,6550028,Meiningen,DE,68,64,0,4.7
445,-35.32193,146.793533,7839749,Wagga Wagga,AU,55.4,62,40,12.75
446,-7.3365,108.337898,8046129,Ciamis,ID,77.37,71,56,3.6
447,33.803761,132.886414,1926016,Tobe,JP,89.6,84,20,6.93
448,50.75,7.48333,2827278,Eitorf,DE,68,82,0,1.12
449,46.790352,6.73608,7287621,Yverdon,CH,68,77,75,1.12
450,54.13348,-108.434708,6071421,Meadow Lake,CA,58.47,78,92,6.06
451,47.666672,15.48333,2770995,Krieglach,AT,56.67,84,0,1.92
452,48.849789,2.56266,2990189,Noisy-Le-Grand,FR,73.4,68,0,9.17
453,-7.0072,112.428596,7036505,Krian,ID,82.4,65,20,3.36
454,32.966671,119.513893,1548884,Gaoyou,CN,93.03,74,0,8.3
455,-8.5155,116.9953,7351967,Sumbawa,ID,81.24,76,0,1.92
456,40.342548,-3.172,6359237,Alcala De Henares,ES,66.2,45,0,3.36
457,48.583328,8.68333,2933857,Nagold,DE,62.6,88,0,1.12
458,-2.8166,120.1763,1969335,Rantepao,ID,77.37,75,12,3.04
459,47.242939,7.73947,7670411,Langenthal,CH,69.8,93,0,1.12
460,46.166672,22.716669,685832,Baia De Cris,RO,55.68,93,8,1.59
461,49.316669,2.46667,6424394,Nogent-Sur-Oise,FR,73.4,82,0,5.82
462,47.749889,-53.264778,6160377,Carbonear,CA,60.8,100,90,19.46
463,41.51667,2.4,3127161,Premia De Mar,ES,73.4,93,0,4.7
464,44.133331,5.95,6425545,Manosque,FR,50.91,96,0,1.92
465,46.549999,0.33333,6445342,Poitiers,FR,66.2,72,0,3.36
466,43.1511,-2.60942,3131137,Durango,ES,73.4,93,75,1.12
467,-32.884361,27.252859,1014884,Bisho,ZA,49.65,51,64,5.61
468,40.812599,-73.999031,5097801,Fairview,US,78.8,78,90,8.05
469,49.9333,7.43333,6553927,Kirn,DE,73.4,59,0,1.12
470,44.49865,4.78752,3038173,Montelimar,FR,68,88,0,2.24
471,51.23333,14.45,2851478,Bautzen,DE,66.2,68,0,1.12
472,-34.0,146.883331,2147554,Leeton,AU,52.89,100,88,5.39
473,48.099998,16.98333,2780448,Hainburg,AT,68,68,0,3.36
474,-26.66667,151.816666,2165032,Kingaroy,AU,67.38,72,48,6.4
475,33.660919,-117.585297,5403172,Rancho Santa Margarita,US,102.2,40,1,4.7
476,-6.45,-35.616669,3406339,Araruna,BR,71.61,77,0,9.42
477,37.725979,-6.00028,6360982,Brenes,ES,64.4,88,0,1.12
478,48.85775,36.55505,712041,Blyznyuky,UA,66.12,92,24,3.38
479,49.837502,9.86389,2873701,Wurzburg,DE,64.4,72,0,3.36
480,50.533329,10.75,2929558,Suhl,DE,68,64,0,4.7
481,-9.78111,-36.093609,3388269,Sao Miguel Dos Campos,BR,69.8,94,90,1.12
482,47.349998,25.25,679089,Iacobeni,RO,56.31,98,92,1.92
483,54.653912,-1.74363,2646963,Bishop Auckland,GB,53.6,93,20,6.93
484,50.400002,11.01667,2840590,Rodental,DE,68,64,0,4.7
485,5.4151,-3.03006,2284744,Aboisso,CI,75.12,95,92,10.09
486,58.01667,14.46667,2711174,Jonkoping,SE,57.2,93,0,1.25
487,29.58333,74.316673,1270407,Hanumangarh,IN,85.02,93,32,5.17
488,48.679218,17.36697,3057691,Senica,SK,68,87,0,3.36
489,47.320229,0.91659,3036471,Amboise,FR,66.2,82,0,4.7
490,44.0,-0.83333,3007866,Saint-Paul-Les-Dax,FR,69.8,93,0,3.36
491,-22.504999,-43.178612,3454031,Petropolis,BR,73.4,88,75,5.82
492,50.083328,6.26667,2955363,Vianden,LU,73.4,53,56,5.82
493,13.56695,-86.026001,3617109,Quilali,NI,70.44,92,44,2.37
494,29.56884,-97.964729,4727756,Seguin,US,91.4,43,1,8.05
495,6.98333,39.183331,338726,Dodola,ET,50.64,100,92,3.38
496,50.349998,8.2,2861219,Runkel,DE,68,68,0,4.7
497,50.947128,4.82351,2801958,Aarschot,BE,73.4,64,0,3.36
498,55.753887,38.048611,562960,Chernoye,RU,64.4,88,0,6.71
499,44.883121,-68.671982,4974313,Orono,US,69.8,94,90,8.05
500,42.58987,0.49267,3123070,Saint-Gaudens,FR,49.11,92,0,1.14
501,52.75,7.2,2949907,Haren,DE,66.2,77,8,2.24
502,46.101219,-123.206787,5719397,Longview,US,91.4,48,1,10.29
503,42.91259,-71.124496,5085244,Danville,US,78.8,88,75,8.05
504,26.216389,64.105835,1342787,Turbat,PK,77.01,69,0,1.36
505,53.73333,11.4,2843310,Schwerin,DE,62.6,88,0,2.24
506,50.200001,7.78333,6554049,Bad Ems,DE,73.4,59,0,1.12
507,52.996941,-6.26583,3315013,Rathdrum,IE,55.4,81,40,4.7
508,-9.5386,119.752998,7087314,Waingapu,ID,82.41,58,0,7.96
509,50.737,24.649441,702878,Lokachi,UA,65.76,90,88,5.95
510,40.11536,-7.16393,8014791,Fundao,PT,54.51,91,0,3.94
511,23.5,87.75,1270598,Guskhara,IN,80.34,100,68,6.62
512,44.833328,-0.28333,6432324,Libourne,FR,66.2,93,0,2.24
513,-8.3553,113.446602,8185094,Kencong,ID,76.83,89,12,7.07
514,55.784382,-4.10007,2646979,Blantyre,GB,53.6,93,75,2.24
515,-26.610559,-49.008331,3457561,Jaragua Do Sul,BR,62.6,88,75,6.93
516,42.561279,-2.74685,6359126,Miranda De Ebro,ES,68,93,75,1.12
517,38.831699,-9.26962,2271894,Almargem Do Bispo,PT,64.4,88,20,8.05
518,46.494671,7.67326,2660191,Frutigen,CH,68,82,0,2.24
519,40.236832,-8.59381,8011859,Arazede,PT,66.2,88,90,10.29
520,51.86393,-2.20087,6695204,Gloucester,GB,64.4,93,0,4.7
521,26.325991,43.974972,107304,Buraydah,SA,86,33,20,4.7
522,51.316669,6.28333,2857536,Nettetal,DE,69.8,77,0,3.36
523,-33.916672,150.850006,2143984,Sydney,AU,71.6,28,0,9.17
524,49.107079,11.97647,6556697,Burglengenfeld,DE,60.8,93,1,2.59
525,42.350021,-89.183441,4916845,Rockford,US,73.4,77,1,4.7
526,42.132221,21.714439,788886,Kumanovo,MK,66.2,93,75,2.26
527,43.893559,4.94745,3028185,Chateaurenard,FR,71.6,94,24,2.71
528,49.23333,10.51667,2905706,Ansbach,DE,64.4,72,0,3.36
529,45.166672,25.883329,680617,Alunis,RO,68,94,75,3.36
530,46.049999,26.26667,674898,Lemnia,RO,58.29,99,92,1.92
531,9.26877,118.404297,1698103,Panacan,PH,89.6,59,20,6.93
532,48.347309,33.50034,687196,Zhovti Vody,UA,66.2,88,0,6.71
533,42.41383,1.98192,6440992,Ripoll,ES,47.94,87,0,1.36
534,47.21526,7.79607,2660034,Langenthal,CH,69.8,93,0,1.12
535,47.256191,6.99648,2658882,Saint-Imier,CH,68,93,64,1.12
536,10.41667,122.916672,1708224,La Carlota,PH,81.87,83,80,6.17
537,63.56699,11.0273,3136768,Hegra,NO,57.2,93,75,4.7
538,43.527962,13.06287,3173007,Jesi,IT,68,94,0,1.12
539,36.01667,38.083328,167080,Manbij,SY,70.89,76,0,5.95
540,50.308689,2.94777,3032815,Henin-Beaumont,FR,71.6,60,0,3.36
541,9.0,76.933327,1259243,Punalur,IN,77,88,40,12.75
542,35.633331,140.059998,6419747,Sodegaura,JP,89.6,74,75,12.75
543,48.71011,9.46429,2849118,Plochingen,DE,62.6,88,0,1.12
544,62.183331,29.200001,637288,Savonlinna,FI,64.4,100,0,1.12
545,21.28145,110.342712,1784990,Zhanjiang,CN,85.74,93,76,10.98
546,32.566669,71.566673,1333497,Mianwali,PK,75.75,100,92,4.05
547,47.409069,-0.32019,6458640,Trelaze,FR,62.6,93,0,2.24
548,52.573009,12.95923,2805086,Nauen,DE,68,77,0,1.12
549,55.650291,12.40996,2623340,Vaerlose,DK,68,88,0,4.7
550,39.29734,-0.40947,6361900,Alginet,ES,77,83,20,4.7
551,39.81612,-1.90703,6357476,Cuenca,ES,56.58,73,0,2.93
552,47.026989,13.74797,7873323,Tamsweg,AT,59,87,0,5.82
553,33.31012,-89.172836,4415878,Starkville,US,77,83,1,4.72
554,51.251469,3.28144,2799885,Damme,BE,68,82,0,1.12
555,45.98344,-60.9818,6056728,Inverness,CA,69.8,94,1,10.29
556,27.42207,115.147636,7685349,Xinyu,CN,91.5,70,0,10.54
557,10.1169,123.673798,1694028,Perrelos,PH,87.8,66,75,6.93
558,39.784168,-6.92588,2512596,Coria,ES,57.57,93,0,4.61
559,43.472118,-1.11977,3029021,Dax,FR,73.4,94,80,2.24
560,-7.2075,-36.826672,3386693,Taperoa,BR,63.51,89,0,7.63
561,39.466671,22.73333,253218,Stefanovikion,GR,71.6,68,20,4.7
562,38.65131,-5.66063,2509365,Villanueva De La Serena,ES,58.02,88,0,3.04
563,29.640949,115.979301,7643645,Jiujiang,CN,90.69,74,0,7.4
564,43.729191,-0.89857,3015665,Saint-Paul-Les-Dax,FR,71.6,94,0,2.24
565,49.657959,95.793228,1515996,Erzin,RU,63.15,67,92,6.96
566,49.106411,91.717819,1515506,Ulaangom,MN,59.82,58,48,9.31
567,51.25,13.51667,2852054,Coswig,DE,66.2,68,0,1.12
568,47.224461,8.46262,7286211,Steinhausen,CH,69.8,73,90,4.7
569,-32.372131,-58.878578,3436099,Concepcion Del Uruguay,AR,44.7,84,92,10.2
570,48.297798,4.11752,2977718,Troyes,FR,75.2,72,36,4.7
571,37.923069,-99.409843,4273993,Dodge City,US,82.4,54,1,3.36
572,-8.0419,113.2034,7037401,Lumajang,ID,80.79,78,0,3.6
573,24.216669,90.949997,1185276,Bajitpur,BD,80.6,88,90,5.82
574,52.533329,10.15,2813660,Uetze,DE,71.6,64,40,3.36
575,50.70668,12.11028,6550502,Weida,DE,60.8,87,0,1.12
576,55.995556,38.852501,551976,Elektrogorsk,RU,63.51,80,0,10.42
577,-6.7773,111.378899,8070821,Rembang,ID,81.69,91,0,7.18
578,43.186611,-0.94435,2989410,Oloron-Sainte-Marie,FR,71.6,100,75,4.7
579,34.84494,127.342934,1839011,Fukue,JP,90.06,63,0,5.06
580,46.571812,6.8273,2659283,Ecublens,CH,68,77,75,1.12
581,43.450001,-0.06667,3034664,Tarbes,FR,68,100,75,4.7
582,47.196251,8.52954,2661653,Baar,CH,69.8,73,90,4.7
583,-31.960569,-61.178028,3846719,Santa Fe,AR,40.74,85,48,6.4
584,52.0,13.35,2877758,Ihlow,DE,68,82,20,1.12
585,51.76667,14.33333,2939811,Cottbus,DE,65.67,86,0,2.93
586,44.760849,8.78955,6536440,Novi Ligure,IT,73.4,78,0,3.36
587,48.633331,2.5,6446213,Corbeil-Essonnes,FR,73.4,82,0,3.36
588,18.18107,-66.931572,4565314,Maricao,US,80.88,100,64,11.88
589,44.933331,4.9,6453882,Valence,FR,62.6,82,0,5.82
590,43.7066,2.69293,3010566,Mazamet,FR,71.6,78,0,9.17
591,7.86306,124.041107,1680139,Uyaan,PH,80.97,67,24,4.72
592,51.716671,8.58333,2822601,Delbruck,DE,68,64,0,5.82
593,32.71899,-101.917381,5525466,Lamesa,US,87.8,33,1,11.41
594,45.833328,4.96667,6424682,Decines-Charpieu,FR,69.8,68,0,2.24
595,45.245762,3.38915,2970248,Issoire,FR,64.4,77,0,2.93
596,14.85,-91.616669,3597993,Concepcion Chiquirichapa,GT,59.1,98,20,0.92
597,48.139889,37.74255,713122,Avdiyivka,UA,67.56,88,68,6.17
598,47.448818,21.989,722738,Bagamer,HU,66.2,93,32,4.7
599,51.380508,10.30873,6559287,Leinefelde,DE,68,64,0,4.7
600,45.950001,3.06667,6440248,Riom,FR,64.4,77,0,3.83
601,24.41667,74.466667,1276939,Bari Sadri,IN,77.55,97,80,10.42
602,-6.3288,106.093102,7780375,Pandegelang,ID,86,70,20,3.36
603,53.39904,10.66566,2848247,Boizenburg,DE,73.4,77,0,2.24
604,48.400002,12.45,2933025,Vilsbiburg,DE,59,93,0,2.24
605,45.301868,9.72896,6534609,Crema,IT,75.2,73,40,1.12
606,9.20972,-78.881111,3713131,Canita,PA,78.8,100,40,3.36
607,40.0998,15.58287,3164429,Lauria,IT,58.65,89,0,3.15
608,43.090031,-83.694397,4985521,Beecher,US,75.2,83,75,3.27
609,47.349998,16.200001,2769738,Oberwart,AT,60.99,82,0,2.71
610,42.319801,-5.99519,3106586,La Baneza,ES,57.2,93,0,2.24
611,46.927811,7.62667,7285244,Konolfingen,CH,69.8,100,75,2.24
612,45.066669,-0.71667,6448381,Saint-Medard-En-Jalles,FR,66.2,93,0,2.24
613,45.583328,11.53333,3168047,Vicenza,IT,77,78,64,4.7
614,32.089821,121.073547,1805408,Jinsha,CN,94.56,69,0,7.29
615,42.204441,42.349442,613641,Kulashi,GE,73.4,94,0,4.7
616,34.790878,48.570728,14256,Hamadan,IR,68.82,50,76,2.37
617,48.849998,-0.1,6427559,Argentan,FR,60.8,93,0,2.24
618,49.330341,2.46595,2998532,Nogent-Sur-Oise,FR,73.4,82,0,5.82
619,47.666672,0.31667,6442765,Allonnes,FR,66.2,77,0,4.7
620,56.159019,9.91691,2621710,Skovby,DK,62.6,93,0,1.12
621,-6.28872,145.865479,2095038,Kainantu,PG,79.8,47,0,0.02
622,52.35236,46.56282,548964,Khvatovka,RU,66.12,86,80,4.05
623,19.783331,-103.48333,4005780,Usmajac,MX,75.2,94,90,11.41
624,43.971161,3.60097,3035687,Castelnau-Le-Lez,FR,68,94,90,5.82
625,51.966671,5.66667,2745087,Wageningen,NL,71.6,60,90,5.82
626,46.813511,7.67463,2661352,Steffisburg,CH,69.8,100,75,2.24
627,38.833328,-104.517189,5420926,Cimarron Hills,US,71.6,72,40,9.17
628,14.1798,121.223396,1705536,Los Banos,PH,84.2,94,75,6.93
629,45.32428,10.51308,3173657,Castel Goffredo,IT,75.2,83,0,4.7
630,43.51667,-6.68333,3105277,Castrillon,ES,68,94,68,4.7
631,43.01189,-2.23356,3120453,Beasain,ES,73.4,93,75,1.12
632,50.583302,7.6,6553832,Bendorf,DE,73.4,82,0,1.12
633,42.419998,20.74222,787268,Orahovac,RS,66.2,77,75,9.17
634,-2.06667,-44.666672,3397355,Cururupu,BR,79.62,100,20,6.06
635,-38.07093,175.645981,2193849,Tirau,NZ,54.06,81,64,9.42
636,42.325329,3.09302,3105917,Palafrugell,ES,75.2,60,0,4.7
637,38.25,140.883331,2111106,Natori,JP,86,100,75,10.29
638,9.29672,-69.45546,3631208,Villa Bruzual,VE,77,94,75,1.7
639,42.160591,-84.246063,5003224,Jackson,US,73.4,73,90,3.36
640,48.068481,13.66978,7873260,Vocklabruck,AT,62.6,93,0,4.7
641,49.5667,-114.085251,5931201,Pincher Creek,CA,57.2,87,90,4.7
642,14.93333,-88.783333,3601992,San Juan De Planes,HN,69.99,91,20,1.81
643,46.28791,11.21068,6534781,Appiano,IT,60.81,75,32,0.69
644,46.02898,9.18414,6535746,Mandello Del Lario,IT,73.4,88,0,2.24
645,39.256168,-84.417999,4511196,Sharonville,US,75.2,100,1,3.38
646,18.366671,-88.400002,3581367,Corozal,BZ,84.2,74,5,6.93
647,45.129601,1.3022,6614467,Brive-La-Gaillarde,FR,64.4,77,0,3.36
648,77.483971,-69.363213,3831208,Qaanaaq,GL,35.34,97,88,1.92
649,-8.2244,113.495003,7375980,Tanggul,ID,76.83,89,12,7.07
650,50.73333,2.7,2994168,Bailleul,FR,71.6,60,0,3.36
651,50.849998,11.11667,2856298,Erfurt,DE,68,64,0,4.7
652,31.674879,-88.646149,4450441,Laurel,US,78.8,83,1,4.7
653,43.950832,41.199444,505539,Pregradnaya,RU,53.25,76,80,2.59
654,45.415379,6.63643,3023065,Saint-Jean-De-Maurienne,FR,60.8,87,0,2.24
655,36.34375,-5.8128,6544409,Barbate,ES,68,100,0,2.24
656,49.12315,10.07489,2895997,Crailsheim,DE,64.4,72,0,3.36
657,49.443081,34.866879,701637,Mashivka,UA,67.92,87,36,2.93
658,44.537071,-79.480522,7603268,Orillia,CA,71.6,94,75,4.7
659,50.700001,10.36667,2835352,Schmalkalden,DE,68,64,0,4.7
660,48.152,16.66506,2771994,Strasshof,AT,68,72,0,6.93
661,16.616671,80.533333,1266209,Kondapalle,IN,86,62,75,11.41
662,33.55014,-82.250397,4188957,Evans,US,78.8,100,75,2.48
663,42.433331,25.816669,728196,Stara Zagora,BG,60.18,96,36,2.48
664,15.6447,120.861198,1687564,Baloc,PH,82.4,78,75,4.7
665,53.650002,12.6833,6548094,Malchin,DE,62.6,88,0,2.24
666,45.136089,11.98682,3171076,Cavarzere,IT,77,88,0,4.7
667,17.280109,101.146858,1610958,Nakhon Thai,TH,82.4,78,75,2.24
668,25.189171,111.18,6422903,Babu,CN,76.92,93,88,2.71
669,26.155001,109.626671,1786854,Hongjiang,CN,81.87,79,36,2.37
670,-33.76667,151.291672,2208304,Sydney,AU,71.6,28,0,9.17
671,9.9984,122.766296,1679782,Vista Alegre,PH,81.87,83,80,6.17
672,39.289299,16.97291,2523408,Ciro Marina,IT,65.04,85,0,4.61
673,43.643639,-84.997253,5013285,Mount Pleasant,US,73.4,69,1,3.36
674,50.516701,8.26667,6553226,Weilburg,DE,68,68,0,4.7
675,45.150002,2.26667,6447243,Aurillac,FR,64.4,77,0,3.36
676,45.360161,8.57334,3175890,Novara,IT,73.4,78,0,1.12
677,38.607269,-90.383453,4413602,Webster Groves,US,82.4,58,20,5.82
678,47.799999,10.35,2911580,Kempten,DE,60.8,93,0,4.7
679,48.509338,15.48534,7872915,Krems,AT,57.75,85,0,4.27
680,-41.433331,147.166672,2155392,Launceston,AU,51.8,62,32,16.11
681,8.799,150.291504,7628277,Lorengau,PG,83.04,100,32,2.15
682,36.596161,36.234798,438399,Iskenderun,TR,77,78,0,4.7
683,40.990108,-1.08514,6361514,Teruel,ES,69.8,94,0,2.59
684,31.201389,35.363892,295224,Sirfa,JO,72.33,74,0,2.37
685,40.057289,-5.72052,3124810,Navalmoral De La Mata,ES,55.86,83,0,1.14
686,40.165569,44.294621,616062,Vagharshapat,AM,71.6,53,0,1.12
687,69.240807,19.234369,3136023,Storsteinnes,NO,57.2,100,92,1.36
688,15.00508,102.270332,1611394,Non Sung,TH,86,70,20,6.93
689,48.199501,6.34929,3021713,Epinal,FR,68,82,0,4.7
690,39.86895,-83.944382,4513216,Fairborn,US,75.2,88,90,3.36
691,-6.4623,105.865898,7766082,Labuhan,ID,80.79,94,0,10.76
692,40.33651,15.33716,3175032,Capaccio,IT,58.65,89,0,3.15
693,36.960442,-2.64819,6355543,Vicar,ES,69.8,88,0,1.12
694,-19.703609,-43.47361,3469430,Barao De Cocais,BR,62.6,55,0,9.17
695,42.627251,-6.73835,6358580,Ponferrada,ES,56.76,97,0,2.15
696,51.568611,11.53694,3302155,Hettstedt,DE,66.2,72,0,4.7
697,49.943161,19.74157,3094543,Skawina,PL,59,87,0,4.7
698,50.733952,2.2352,2997670,Longuenesse,FR,71.6,100,36,2.59
699,40.774311,14.46204,6539578,Boscotrecase,IT,73.4,64,0,4.7
700,9.6601,-84.020264,3621762,San Marcos De Tarrazu,CR,69.8,100,40,2.24
701,55.641109,37.358612,511510,Moskovskiy,RU,64.4,77,0,11.18
702,46.04808,9.15954,3180500,Pregassona,CH,73.4,88,0,2.24
703,-17.08333,145.783325,2158075,Cairns,AU,77,65,40,9.17
704,17.172939,121.902542,1702066,Manaring,PH,82.14,97,32,1.59
705,47.75,-1.16667,6435268,Vitre,FR,62.6,93,0,3.36
706,47.616699,7.98333,6555919,Bad Sackingen,DE,69.8,93,0,2.37
707,49.25,7.96667,2928392,Landau,DE,64.4,88,8,1.12
708,13.45306,122.456108,1694475,Patabog,PH,82.14,100,8,6.17
709,58.964981,-3.29601,2636638,Stromness,GB,53.6,81,0,3.36
710,11.1724,123.019699,1731765,Ajuy,PH,86.82,84,24,7.29
711,54.31282,9.71586,2840936,Budelsdorf,DE,66.2,93,0,2.59
712,13.7062,123.203201,1689154,San Lucas,PH,83.85,90,48,7.63
713,50.580078,16.50164,3090768,Nowa Ruda,PL,62.6,88,0,3.36
714,30.774771,-9.45951,2531994,Agadir,MA,64.4,82,0,3.36
715,36.464722,1.30258,2481207,Sidi Ali,DZ,75.2,53,20,3.38
716,-15.36667,28.433331,920928,Lusaka,ZM,50.55,97,0,8.52
717,44.783333,34.099998,709602,Poshtove,UA,62.07,91,56,2.71
718,46.973431,-123.69239,5789668,Aberdeen,US,89.6,93,75,12.75
719,-38.183331,144.466675,2160336,Leopold,AU,59,62,40,18.34
720,42.365211,-2.47056,6358995,Logrono,ES,68,93,75,1.12
721,46.906181,19.69128,3050434,Kecskemet,HU,69.8,93,0,6.93
722,50.150002,7.55,2877774,Boppard,DE,73.4,59,0,1.12
723,50.416672,6.11667,2784200,Waimes,BE,69.8,73,100,4.7
724,57.629871,39.873676,468902,Yaroslavl,RU,63.87,79,32,10.09
725,53.833328,11.11667,2949941,Grevesmuhlen,DE,67.02,92,0,2.59
726,43.48056,13.13797,3172780,Jesi,IT,62.6,72,76,5.82
727,50.733238,19.346569,3087257,Myszkow,PL,55.4,93,0,1.12
728,48.910198,2.55324,3024596,Clichy-Sous-Bois,FR,73.4,68,0,9.17
729,53.283329,11.28333,2878325,Hagenow,DE,66.12,81,0,2.82
730,51.072311,2.66238,2784804,Veurne,BE,71.6,82,0,1.12
731,54.010502,38.284599,518557,Novomoskovsk,RU,62.88,98,100,11.77
732,47.23333,11.4,2762373,Innsbruck,AT,57.2,87,0,1.12
733,36.945679,-3.85277,6357655,Nerja,ES,84.2,55,0,3.36
734,51.51667,13.4,2953408,Bad Liebenwerda,DE,66.2,82,20,1.12
735,38.944221,-3.2381,2515284,La Solana,ES,60.09,65,0,3.71
736,40.983559,-7.65454,2738319,Lamego,PT,51.9,95,8,1.92
737,-34.466671,138.666672,2058921,Gawler,AU,59,77,40,8.05
738,35.259411,-0.07908,2499248,Wahran,DZ,73.4,94,20,1.12
739,45.466671,3.46667,6440267,Issoire,FR,64.4,77,0,2.59
740,45.197281,4.03107,2983878,Firminy,FR,62.6,82,0,2.24
